customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit
9717422,none,18,critical account - other non-bank loans,car (new),1028,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,3,real estate,36,none,own,2,skilled,1,none,yes,0
9554635,< 0 DM,8,critical account - other non-bank loans,car (new),3398,< 100 DM,4 - 7 years,1,male-single,none,4,real estate,39,none,own,2,unskilled-resident,1,none,no,0
3536846,none,12,critical account - other non-bank loans,furniture/equipment,5801,unknown/none,>= 7 years,2,male-single,none,4,building society savings/life insurance,49,none,rent,1,skilled,1,yes,yes,0
7951981,none,24,current loans paid,car (new),1525,>= 1000 DM,4 - 7 years,4,female-divorced/separated/married,none,3,car or other,34,none,own,1,skilled,2,yes,yes,0
5678097,> 200 DM or salary assignment,36,current loans paid,radio/television,4473,< 100 DM,>= 7 years,4,male-single,none,2,car or other,31,none,own,1,skilled,1,none,yes,0
1771168,0 - 200 DM,6,current loans paid,radio/television,1068,< 100 DM,>= 7 years,4,male-single,none,4,car or other,28,none,own,1,skilled,2,none,yes,0
7161704,< 0 DM,24,critical account - other non-bank loans,car (used),6615,< 100 DM,unemployed,2,male-single,none,4,unknown-none,75,none,for free,2,highly skilled,1,yes,yes,0
8866806,none,18,critical account - other non-bank loans,education,1864,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,2,real estate,30,none,own,2,skilled,1,none,yes,1
3955252,0 - 200 DM,60,current loans paid,car (new),7408,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,24,none,own,1,highly skilled,1,none,yes,1
2239899,none,48,critical account - other non-bank loans,car (used),11590,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,24,bank,rent,2,unskilled-resident,1,none,yes,1
6209500,< 0 DM,24,no credit - paid,furniture/equipment,4110,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,23,bank,rent,2,skilled,2,none,yes,1
7504124,< 0 DM,6,critical account - other non-bank loans,furniture/equipment,3384,< 100 DM,1 - 4 years,1,male-divorced/separated,none,4,real estate,44,none,rent,1,highly skilled,1,yes,yes,1
1114455,0 - 200 DM,13,current loans paid,radio/television,2101,< 100 DM,< 1 year,2,female-divorced/separated/married,guarantor,4,building society savings/life insurance,23,none,own,1,unskilled-resident,1,none,yes,0
1803583,< 0 DM,15,current loans paid,domestic appliances,1275,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,24,none,rent,1,skilled,1,none,yes,1
8565471,< 0 DM,24,current loans paid,furniture/equipment,4169,< 100 DM,1 - 4 years,4,male-single,none,4,building society savings/life insurance,28,none,own,1,skilled,1,none,yes,0
5974627,0 - 200 DM,10,current loans paid,furniture/equipment,1521,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,car or other,31,none,own,1,unskilled-resident,1,none,yes,0
6416552,0 - 200 DM,24,critical account - other non-bank loans,education,5743,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,unknown-none,24,none,for free,2,skilled,1,yes,yes,0
5807460,< 0 DM,21,current loans paid,furniture/equipment,3599,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,4,car or other,26,none,rent,1,unskilled-resident,1,none,yes,0
4314639,0 - 200 DM,18,current loans paid,radio/television,3213,500 - 1000 DM,< 1 year,1,male-married/widowed,none,3,real estate,25,none,rent,1,skilled,1,none,yes,0
3529638,0 - 200 DM,18,current loans paid,business,4439,< 100 DM,>= 7 years,1,male-single,co-applicant,1,real estate,33,bank,own,1,highly skilled,1,yes,yes,0
1222158,> 200 DM or salary assignment,10,current loans paid,car (new),3949,< 100 DM,< 1 year,1,male-single,guarantor,1,building society savings/life insurance,37,none,own,1,unskilled-resident,2,none,yes,0
1440915,none,15,critical account - other non-bank loans,radio/television,1459,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,43,none,own,1,unskilled-resident,1,none,yes,0
3930437,0 - 200 DM,13,critical account - other non-bank loans,radio/television,882,< 100 DM,< 1 year,4,male-single,guarantor,4,real estate,23,none,own,2,skilled,1,none,yes,0
6612328,0 - 200 DM,24,current loans paid,radio/television,3758,500 - 1000 DM,unemployed,1,female-divorced/separated/married,none,4,unknown-none,23,none,rent,1,unemployed-unskilled-non-resident,1,none,yes,0
9945625,none,6,past payment delays,business,1743,100 - 500 DM,1 - 4 years,1,male-single,none,2,real estate,34,none,own,2,unskilled-resident,1,none,yes,0
5001052,0 - 200 DM,9,critical account - other non-bank loans,education,1136,>= 1000 DM,>= 7 years,4,male-single,none,3,unknown-none,32,none,for free,2,skilled,2,none,yes,1
4733785,none,9,current loans paid,domestic appliances,1236,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,real estate,23,none,rent,1,skilled,1,yes,yes,0
1525448,0 - 200 DM,9,current loans paid,furniture/equipment,959,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,2,car or other,29,none,own,1,skilled,1,none,no,1
6875226,none,18,critical account - other non-bank loans,car (used),3229,unknown/none,unemployed,2,male-single,none,4,unknown-none,38,none,own,1,highly skilled,1,yes,yes,0
6189987,< 0 DM,12,no credit - paid,radio/television,6199,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,28,none,rent,2,skilled,1,yes,yes,1
1690342,none,10,current loans paid,education,727,500 - 1000 DM,>= 7 years,4,male-single,none,4,unknown-none,46,none,for free,1,skilled,1,yes,yes,0
5643344,0 - 200 DM,24,current loans paid,car (new),1246,< 100 DM,< 1 year,4,male-single,none,2,real estate,23,stores,own,1,unskilled-resident,1,none,yes,1
9430378,none,12,critical account - other non-bank loans,radio/television,2331,unknown/none,>= 7 years,1,male-single,co-applicant,4,real estate,49,none,own,1,skilled,1,yes,yes,0
9982432,none,36,past payment delays,radio/television,4463,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,26,none,own,2,highly skilled,1,yes,yes,1
4344490,none,12,current loans paid,radio/television,776,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,real estate,28,none,own,1,skilled,1,none,yes,0
4256428,< 0 DM,30,current loans paid,furniture/equipment,2406,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,real estate,23,none,rent,1,skilled,1,none,yes,1
9723360,0 - 200 DM,18,current loans paid,education,1239,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,61,none,for free,1,skilled,1,none,yes,0
6762528,> 200 DM or salary assignment,12,current loans paid,radio/television,3399,unknown/none,>= 7 years,2,male-single,none,3,car or other,37,none,own,1,highly skilled,1,none,yes,0
5280442,> 200 DM or salary assignment,12,past payment delays,car (new),2247,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,36,stores,own,2,skilled,1,yes,yes,0
7631660,none,6,current loans paid,furniture/equipment,1766,< 100 DM,1 - 4 years,1,male-married/widowed,none,2,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,0
9842159,< 0 DM,18,current loans paid,furniture/equipment,2473,< 100 DM,unemployed,4,male-single,none,1,car or other,25,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1
3343196,none,12,current loans paid,business,1542,< 100 DM,4 - 7 years,2,male-single,none,4,car or other,36,none,own,1,skilled,1,yes,yes,0
1342256,none,18,critical account - other non-bank loans,car (used),3850,< 100 DM,4 - 7 years,3,male-single,none,1,car or other,27,none,own,2,skilled,1,none,yes,0
7966598,< 0 DM,18,current loans paid,furniture/equipment,3650,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,car or other,22,none,rent,1,skilled,1,none,yes,0
9974040,< 0 DM,36,current loans paid,furniture/equipment,3446,< 100 DM,>= 7 years,4,male-single,none,2,car or other,42,none,own,1,skilled,2,none,yes,1
9518729,0 - 200 DM,18,current loans paid,furniture/equipment,3001,< 100 DM,4 - 7 years,2,female-divorced/separated/married,none,4,real estate,40,none,rent,1,skilled,1,none,yes,0
6655507,none,36,current loans paid,car (new),3079,unknown/none,1 - 4 years,4,male-single,none,4,real estate,36,none,own,1,skilled,1,none,yes,0
1296391,none,18,critical account - other non-bank loans,radio/television,6070,< 100 DM,>= 7 years,3,male-single,none,4,car or other,33,none,own,2,skilled,1,yes,yes,0
2366810,none,10,critical account - other non-bank loans,furniture/equipment,2146,< 100 DM,< 1 year,1,female-divorced/separated/married,none,3,real estate,23,none,rent,2,skilled,1,none,yes,0
1470952,none,60,critical account - other non-bank loans,car (new),13756,unknown/none,>= 7 years,2,male-single,none,4,unknown-none,63,bank,for free,1,highly skilled,1,yes,yes,0
4427304,0 - 200 DM,60,all loans at bank paid,other,14782,100 - 500 DM,>= 7 years,3,female-divorced/separated/married,none,4,unknown-none,60,bank,for free,2,highly skilled,1,yes,yes,1
3112559,< 0 DM,48,all loans at bank paid,business,7685,< 100 DM,4 - 7 years,2,female-divorced/separated/married,guarantor,4,car or other,37,none,rent,1,skilled,1,none,yes,1
4850866,none,18,past payment delays,radio/television,2320,< 100 DM,unemployed,2,male-married/widowed,none,3,real estate,34,none,own,2,skilled,1,none,yes,0
1019796,none,7,past payment delays,radio/television,846,unknown/none,>= 7 years,3,male-single,none,4,unknown-none,36,none,for free,1,skilled,1,none,yes,0
1707851,0 - 200 DM,36,current loans paid,car (new),14318,< 100 DM,>= 7 years,4,male-single,none,2,unknown-none,57,none,for free,1,highly skilled,1,yes,yes,1
4197078,none,6,critical account - other non-bank loans,car (new),362,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,52,none,own,2,unskilled-resident,1,none,yes,0
6008260,< 0 DM,20,current loans paid,furniture/equipment,2212,unknown/none,4 - 7 years,4,male-single,none,4,car or other,39,none,own,1,skilled,1,yes,yes,0
4238613,0 - 200 DM,18,current loans paid,car (used),12976,< 100 DM,unemployed,3,female-divorced/separated/married,none,4,unknown-none,38,none,for free,1,highly skilled,1,yes,yes,1
8881848,none,22,current loans paid,car (new),1283,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,25,none,rent,1,skilled,1,none,yes,0
1176152,> 200 DM or salary assignment,12,current loans paid,car (new),1330,< 100 DM,< 1 year,4,male-single,none,1,real estate,26,none,own,1,skilled,1,none,yes,0
5328999,none,30,past payment delays,business,4272,100 - 500 DM,1 - 4 years,2,male-single,none,2,building society savings/life insurance,26,none,own,2,unskilled-resident,1,none,yes,0
2017205,none,18,critical account - other non-bank loans,radio/television,2238,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,1,car or other,25,none,own,2,skilled,1,none,yes,0
9326362,none,18,current loans paid,radio/television,1126,unknown/none,< 1 year,4,female-divorced/separated/married,none,2,real estate,21,none,rent,1,skilled,1,yes,yes,0
6571397,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,7374,< 100 DM,unemployed,4,male-single,none,4,building society savings/life insurance,40,stores,own,2,highly skilled,1,yes,yes,0
8705378,0 - 200 DM,15,critical account - other non-bank loans,business,2326,500 - 1000 DM,1 - 4 years,2,male-single,none,4,car or other,27,bank,own,1,skilled,1,none,yes,0
3969916,none,9,current loans paid,business,1449,< 100 DM,4 - 7 years,3,female-divorced/separated/married,none,2,car or other,27,none,own,2,skilled,1,none,yes,0
1797600,none,18,current loans paid,car (new),1820,< 100 DM,1 - 4 years,2,male-married/widowed,none,2,building society savings/life insurance,30,none,own,1,highly skilled,1,yes,yes,0
8978303,0 - 200 DM,12,current loans paid,furniture/equipment,983,>= 1000 DM,< 1 year,1,female-divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled-resident,1,none,yes,0
9199505,< 0 DM,36,current loans paid,car (new),3249,< 100 DM,4 - 7 years,2,male-single,none,4,unknown-none,39,bank,for free,1,highly skilled,2,yes,yes,0
5334896,< 0 DM,6,critical account - other non-bank loans,radio/television,1957,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,4,car or other,31,none,own,1,skilled,1,none,yes,0
5018277,none,9,critical account - other non-bank loans,furniture/equipment,2406,< 100 DM,unemployed,2,male-single,none,3,car or other,31,none,own,1,highly skilled,1,none,yes,0
9994482,0 - 200 DM,39,past payment delays,education,11760,100 - 500 DM,4 - 7 years,2,male-single,none,3,unknown-none,32,none,rent,1,skilled,1,yes,yes,0
2520877,< 0 DM,12,current loans paid,furniture/equipment,2578,< 100 DM,unemployed,3,female-divorced/separated/married,none,4,unknown-none,55,none,for free,1,highly skilled,1,none,yes,0
9506380,< 0 DM,36,critical account - other non-bank loans,furniture/equipment,2348,< 100 DM,1 - 4 years,3,male-married/widowed,none,2,building society savings/life insurance,46,none,own,2,skilled,1,yes,yes,0
7043482,0 - 200 DM,12,current loans paid,car (new),1223,< 100 DM,>= 7 years,1,male-divorced/separated,none,1,real estate,46,none,rent,2,skilled,1,none,yes,1
1638879,none,24,critical account - other non-bank loans,radio/television,1516,>= 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,1,real estate,43,none,own,2,unskilled-resident,1,none,yes,0
5296104,none,18,current loans paid,radio/television,1473,< 100 DM,< 1 year,3,male-married/widowed,none,4,real estate,39,none,own,1,skilled,1,yes,yes,0
7379526,0 - 200 DM,18,critical account - other non-bank loans,business,1887,unknown/none,1 - 4 years,4,male-married/widowed,none,4,real estate,28,bank,own,2,skilled,1,none,yes,0
3276838,none,24,past payment delays,business,8648,< 100 DM,< 1 year,2,male-single,none,2,car or other,27,bank,own,2,skilled,1,yes,yes,1
8629007,none,14,past payment delays,car (new),802,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,27,none,own,2,unskilled-resident,1,none,yes,0
6989363,0 - 200 DM,18,past payment delays,car (new),2899,unknown/none,>= 7 years,4,male-single,none,4,car or other,43,none,own,1,skilled,2,none,yes,0
3486169,0 - 200 DM,24,current loans paid,radio/television,2039,< 100 DM,< 1 year,1,male-married/widowed,none,1,building society savings/life insurance,22,none,own,1,skilled,1,yes,yes,1
5914287,none,24,critical account - other non-bank loans,car (used),2197,unknown/none,4 - 7 years,4,male-single,none,4,car or other,43,none,own,2,skilled,2,yes,yes,0
2842414,< 0 DM,15,current loans paid,radio/television,1053,< 100 DM,< 1 year,4,male-married/widowed,none,2,real estate,27,none,own,1,skilled,1,none,no,0
6610185,none,24,current loans paid,radio/television,3235,500 - 1000 DM,>= 7 years,3,male-divorced/separated,none,2,car or other,26,none,own,1,highly skilled,1,yes,yes,0
7974174,> 200 DM or salary assignment,12,critical account - other non-bank loans,car (new),939,500 - 1000 DM,4 - 7 years,4,male-married/widowed,none,2,real estate,28,none,own,3,skilled,1,yes,yes,1
6076228,0 - 200 DM,24,current loans paid,radio/television,1967,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,car or other,20,none,own,1,skilled,1,yes,yes,0
2636238,none,33,critical account - other non-bank loans,car (used),7253,< 100 DM,4 - 7 years,3,male-single,none,2,car or other,35,none,own,2,highly skilled,1,yes,yes,0
3698559,none,12,critical account - other non-bank loans,business,2292,< 100 DM,unemployed,4,male-single,none,2,car or other,42,stores,own,2,highly skilled,1,yes,yes,1
1480210,none,10,current loans paid,car (new),1597,500 - 1000 DM,1 - 4 years,3,male-single,none,2,unknown-none,40,none,rent,1,unskilled-resident,2,none,no,0
8545813,< 0 DM,24,current loans paid,car (new),1381,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,35,none,own,1,skilled,1,none,yes,1
8778324,none,36,critical account - other non-bank loans,car (used),5842,< 100 DM,>= 7 years,2,male-single,none,2,building society savings/life insurance,35,none,own,2,skilled,2,yes,yes,0
4645046,< 0 DM,12,current loans paid,car (new),2579,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes,1
8672645,< 0 DM,18,past payment delays,education,8471,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,2,car or other,23,none,rent,2,skilled,1,yes,yes,0
6875256,none,21,current loans paid,car (new),2782,500 - 1000 DM,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,31,bank,own,1,highly skilled,1,none,yes,0
9774597,0 - 200 DM,18,current loans paid,car (new),1042,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,33,none,own,1,skilled,1,none,yes,1
4501534,none,15,current loans paid,car (new),3186,>= 1000 DM,4 - 7 years,2,female-divorced/separated/married,none,3,car or other,20,none,rent,1,skilled,1,none,yes,0
2225902,0 - 200 DM,12,current loans paid,car (used),2028,unknown/none,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,0
5678751,0 - 200 DM,12,critical account - other non-bank loans,car (new),958,< 100 DM,4 - 7 years,2,male-single,none,3,real estate,47,none,own,2,unskilled-resident,2,none,yes,0
5549074,none,21,past payment delays,furniture/equipment,1591,100 - 500 DM,4 - 7 years,4,male-single,none,3,real estate,34,none,own,2,highly skilled,1,none,yes,0
4247210,0 - 200 DM,12,current loans paid,furniture/equipment,2762,unknown/none,>= 7 years,1,female-divorced/separated/married,none,2,building society savings/life insurance,25,bank,own,1,skilled,1,yes,yes,1
2450182,0 - 200 DM,18,current loans paid,car (used),2779,< 100 DM,1 - 4 years,1,male-married/widowed,none,3,car or other,21,none,rent,1,skilled,1,yes,yes,0
9966032,none,28,critical account - other non-bank loans,radio/television,2743,< 100 DM,>= 7 years,4,male-single,none,2,car or other,29,none,own,2,skilled,1,none,yes,0
3797662,none,18,critical account - other non-bank loans,radio/television,1149,>= 1000 DM,1 - 4 years,4,male-single,none,3,real estate,46,none,own,2,skilled,1,none,yes,0
7318192,none,9,current loans paid,furniture/equipment,1313,< 100 DM,>= 7 years,1,male-single,none,4,car or other,20,none,own,1,skilled,1,none,yes,0
8969170,< 0 DM,18,critical account - other non-bank loans,repairs,1190,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,unknown-none,55,none,for free,3,unemployed-unskilled-non-resident,2,none,yes,1
6376369,none,5,current loans paid,business,3448,< 100 DM,4 - 7 years,1,male-single,none,4,real estate,74,none,own,1,unskilled-resident,1,none,yes,0
7195551,0 - 200 DM,24,current loans paid,other,11328,< 100 DM,1 - 4 years,2,male-single,co-applicant,3,car or other,29,bank,own,2,highly skilled,1,yes,yes,1
9907330,< 0 DM,6,critical account - other non-bank loans,furniture/equipment,1872,< 100 DM,unemployed,4,male-single,none,4,unknown-none,36,none,for free,3,highly skilled,1,yes,yes,0
3653212,none,24,critical account - other non-bank loans,repairs,2058,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,33,none,own,2,skilled,1,yes,yes,0
1329531,< 0 DM,9,current loans paid,furniture/equipment,2136,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,25,none,own,1,skilled,1,none,yes,0
1320796,0 - 200 DM,12,current loans paid,radio/television,1484,unknown/none,1 - 4 years,2,male-married/widowed,none,1,real estate,25,none,own,1,skilled,1,yes,yes,1
5337783,none,6,current loans paid,repairs,660,500 - 1000 DM,4 - 7 years,2,male-married/widowed,none,4,real estate,23,none,rent,1,unskilled-resident,1,none,yes,0
8339835,none,24,critical account - other non-bank loans,car (new),1287,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,real estate,37,none,own,2,skilled,1,yes,yes,0
9464784,< 0 DM,42,critical account - other non-bank loans,repairs,3394,< 100 DM,unemployed,4,male-single,co-applicant,4,car or other,65,none,own,2,unemployed-unskilled-non-resident,1,none,yes,0
3252011,> 200 DM or salary assignment,12,all loans at bank paid,business,609,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,26,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1
4946613,none,12,current loans paid,car (new),1884,< 100 DM,>= 7 years,4,male-single,none,4,car or other,39,none,own,1,highly skilled,1,yes,yes,0
8418012,< 0 DM,12,current loans paid,furniture/equipment,1620,< 100 DM,1 - 4 years,2,female-divorced/separated/married,co-applicant,3,building society savings/life insurance,30,none,own,1,skilled,1,none,yes,0
7819002,0 - 200 DM,20,past payment delays,other,2629,< 100 DM,1 - 4 years,2,male-single,none,3,car or other,29,bank,own,2,skilled,1,yes,yes,0
8650326,none,12,current loans paid,education,719,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1
6493165,0 - 200 DM,48,critical account - other non-bank loans,furniture/equipment,5096,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,3,car or other,30,none,own,1,highly skilled,1,yes,yes,1
8221917,none,9,critical account - other non-bank loans,education,1244,unknown/none,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,41,none,rent,2,unskilled-resident,1,none,yes,0
6793340,< 0 DM,36,current loans paid,car (new),1842,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,car or other,34,none,own,1,skilled,1,yes,yes,1
5800337,0 - 200 DM,7,current loans paid,radio/television,2576,< 100 DM,1 - 4 years,2,male-single,guarantor,2,real estate,35,none,own,1,skilled,1,none,yes,0
3033374,> 200 DM or salary assignment,12,current loans paid,furniture/equipment,1424,unknown/none,>= 7 years,3,female-divorced/separated/married,none,4,real estate,55,none,own,1,highly skilled,1,yes,yes,0
6260138,0 - 200 DM,15,past payment delays,repairs,1512,>= 1000 DM,1 - 4 years,3,male-married/widowed,none,3,building society savings/life insurance,61,stores,own,2,skilled,1,none,yes,1
5464982,none,36,critical account - other non-bank loans,car (used),11054,unknown/none,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,highly skilled,1,yes,yes,0
1123635,none,6,current loans paid,radio/television,518,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,1,real estate,29,none,own,1,skilled,1,none,yes,0
7267566,none,12,no credit - paid,furniture/equipment,2759,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,34,none,own,2,skilled,1,none,yes,0
7836298,none,24,current loans paid,car (used),2670,< 100 DM,>= 7 years,4,male-single,none,4,car or other,35,none,own,1,highly skilled,1,yes,yes,0
5804062,< 0 DM,24,current loans paid,car (new),4817,< 100 DM,4 - 7 years,2,male-single,co-applicant,3,building society savings/life insurance,31,none,own,1,skilled,1,yes,yes,1
9314182,none,24,current loans paid,car (used),2679,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,unknown-none,29,none,own,1,highly skilled,1,yes,yes,0
1557803,< 0 DM,11,critical account - other non-bank loans,car (new),3905,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,0
3608529,< 0 DM,12,current loans paid,car (used),3386,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,35,none,for free,1,skilled,1,yes,yes,1
8714298,< 0 DM,6,current loans paid,domestic appliances,343,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,27,none,own,1,skilled,1,none,yes,0
2245784,none,18,current loans paid,radio/television,4594,< 100 DM,< 1 year,3,male-single,none,2,car or other,32,none,own,1,skilled,1,yes,yes,0
6049064,< 0 DM,36,current loans paid,furniture/equipment,3620,< 100 DM,1 - 4 years,1,male-single,guarantor,2,building society savings/life insurance,37,none,own,1,skilled,2,none,yes,0
6641808,< 0 DM,15,current loans paid,car (new),1721,< 100 DM,< 1 year,2,male-single,none,3,real estate,36,none,own,1,skilled,1,none,yes,0
5057956,0 - 200 DM,12,current loans paid,furniture/equipment,3017,< 100 DM,< 1 year,3,female-divorced/separated/married,none,1,real estate,34,none,rent,1,highly skilled,1,none,yes,0
4441263,0 - 200 DM,12,current loans paid,retraining,754,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,38,none,own,2,skilled,1,none,yes,0
3291069,none,18,current loans paid,business,1950,< 100 DM,4 - 7 years,4,male-single,none,1,car or other,34,stores,own,2,skilled,1,yes,yes,0
7518282,< 0 DM,24,current loans paid,car (used),2924,< 100 DM,1 - 4 years,3,male-single,guarantor,4,unknown-none,63,bank,own,1,skilled,2,yes,yes,0
1425368,< 0 DM,24,past payment delays,radio/television,1659,< 100 DM,< 1 year,4,female-divorced/separated/married,none,2,car or other,29,none,rent,1,unskilled-resident,1,yes,yes,1
7122922,none,48,past payment delays,radio/television,7238,unknown/none,>= 7 years,3,male-single,none,3,car or other,32,bank,own,2,skilled,2,none,yes,0
6752438,none,33,past payment delays,business,2764,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,26,none,own,2,skilled,1,yes,yes,0
6177001,none,24,past payment delays,car (used),4679,< 100 DM,4 - 7 years,3,male-single,none,3,car or other,35,none,own,2,unskilled-resident,1,yes,yes,0
6983743,0 - 200 DM,24,current loans paid,radio/television,3092,100 - 500 DM,< 1 year,3,male-married/widowed,none,2,car or other,22,none,rent,1,skilled,1,yes,yes,1
6691152,< 0 DM,6,current loans paid,education,448,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,1
8808032,< 0 DM,9,current loans paid,car (new),654,< 100 DM,1 - 4 years,4,male-single,none,3,car or other,28,none,own,1,unskilled-resident,1,none,yes,1
9230494,none,6,current loans paid,retraining,1238,unknown/none,unemployed,4,male-single,none,4,building society savings/life insurance,36,none,own,1,highly skilled,2,yes,yes,0
7173285,0 - 200 DM,18,critical account - other non-bank loans,radio/television,1245,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,car or other,33,none,own,1,skilled,1,none,yes,1
5890956,< 0 DM,18,no credit - paid,furniture/equipment,3114,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,building society savings/life insurance,26,none,rent,1,skilled,1,none,yes,1
9796998,none,39,current loans paid,car (used),2569,500 - 1000 DM,1 - 4 years,4,male-single,none,4,car or other,24,none,own,1,skilled,1,none,yes,0
9197850,> 200 DM or salary assignment,24,current loans paid,radio/television,5152,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,25,bank,own,1,skilled,1,none,yes,0
2693563,0 - 200 DM,12,current loans paid,business,1037,100 - 500 DM,4 - 7 years,3,male-single,none,4,real estate,39,none,own,1,unskilled-resident,1,none,yes,0
4912289,< 0 DM,15,critical account - other non-bank loans,furniture/equipment,1478,< 100 DM,>= 7 years,4,male-single,none,4,car or other,44,none,own,2,skilled,2,yes,yes,0
6383336,0 - 200 DM,12,critical account - other non-bank loans,radio/television,3573,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,1,real estate,23,none,own,1,unskilled-resident,1,none,yes,0
7709637,0 - 200 DM,24,current loans paid,car (new),1201,< 100 DM,< 1 year,4,male-single,none,1,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,0
4072676,< 0 DM,30,current loans paid,furniture/equipment,3622,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,57,none,rent,2,skilled,1,yes,yes,0
9216806,none,15,past payment delays,furniture/equipment,960,>= 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0
2718715,none,12,critical account - other non-bank loans,car (new),1163,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,44,none,own,1,skilled,1,yes,yes,0
3865105,0 - 200 DM,6,past payment delays,car (new),1209,< 100 DM,unemployed,4,male-single,none,4,building society savings/life insurance,47,none,own,1,highly skilled,1,yes,yes,1
9640833,none,12,current loans paid,radio/television,3077,< 100 DM,1 - 4 years,2,male-single,none,4,car or other,52,none,own,1,skilled,1,yes,yes,0
2667404,none,24,current loans paid,car (new),3757,< 100 DM,>= 7 years,4,female-divorced/separated/married,co-applicant,4,unknown-none,62,none,for free,1,skilled,1,yes,yes,0
4167143,none,10,current loans paid,car (new),1418,100 - 500 DM,1 - 4 years,3,male-single,none,2,real estate,35,none,rent,1,unskilled-resident,1,none,no,0
